Station,depth,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,PHSPHT,PHSPHT_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRIT,NITRIT_FLAG_W,NITRAT_FLAG_W,NITRAT
17,1494,1510.70,0,2.75,1,34.56,1,172.17,1,2.28,1.00,64.09,1,0.01,1,1,32.72
17,1743,1763.80,0,2.73,1,34.66,1,177.35,1,2.17,1.00,65.86,1,0.01,6,1,31.27
17,1991,2016.20,0,2.88,1,34.77,1,193.95,1,1.93,1.00,57.71,1,0.01,6,1,28.18
17,1992,2016.80,0,2.89,1,34.77,1,194.08,1,1.92,1.00,57.58,1,0.01,6,1,28.12
17,1993,2017.60,0,2.88,1,34.77,1,194.17,1,1.92,1.00,57.76,1,0.01,6,1,28.17
17,2492,2526.50,0,2.76,1,34.85,1,215.85,1,1.70,1.00,50.73,1,0.01,6,1,24.95
17,2990,3035.00,0,2.16,1,34.82,1,213.97,1,1.81,1.00,66.74,1,0.01,6,1,26.46
17,2990,3035.30,0,2.16,1,34.82,1,213.60,1,1.81,1.00,67.09,1,0.01,6,1,26.55
17,2991,3036.10,0,2.16,1,34.82,1,213.80,1,1.81,1.00,67.06,1,0.01,6,1,26.48
17,3240,3290.10,0,1.63,1,34.76,1,203.92,1,2.00,1.00,89.95,1,0.01,6,1,29.61
17,3490,3546.90,0,1.26,1,34.73,1,204.43,1,2.12,1.00,101.64,1,0.01,6,1,31.06
17,3989,4058.20,0,0.70,1,34.70,1,213.13,1,2.20,1.00,115.34,1,0.01,6,1,32.33
17,3989,4058.50,0,0.70,1,34.70,1,213.14,1,2.19,1.00,114.99,1,0.01,6,1,32.28
17,3990,4059.30,0,0.70,1,34.70,1,213.21,1,2.18,1.00,114.81,1,0.01,6,1,32.16
17,4490,4573.60,0,0.33,1,34.68,1,221.39,1,2.30,1.00,122.24,1,0.01,6,1,32.83
17,4737,4827.90,0,0.29,1,34.67,1,198.74,1,2.38,1.00,120.92,1,0.01,6,1,31.58
17,4987,5085.80,0,0.27,1,34.67,1,198.71,1,2.38,1.00,106.05,3,0.01,3,3,30.29
17,4990,5088.10,0,0.27,1,34.67,1,226.59,1,2.32,1.00,124.37,1,0.01,6,1,32.78
17,4990,5088.70,0,0.27,1,34.67,1,226.60,1,2.32,1.00,124.41,1,0.01,6,1,32.57
17,4991,5089.00,0,0.27,1,34.67,1,226.58,1,2.32,1.00,124.73,1,0.01,6,1,33.02
17,5027,5126.90,0,0.27,1,34.67,1,198.83,1,2.21,1.00,122.74,1,0.01,1,1,31.75
17,5076,5176.80,0,0.26,1,34.67,1,199.14,1,2.36,1.00,122.67,1,0.01,1,1,31.31
17,5103,5204.40,0,0.26,1,34.67,1,228.82,1,2.32,1.00,124.12,1,0.01,6,1,32.27
17,5103,5204.70,0,0.26,1,34.67,1,228.98,1,2.32,1.00,123.57,1,0.01,6,1,32.06
18,2,1.60,0,18.19,1,34.66,1,233.70,1,0.17,1.00,0.14,1,0.01,6,1,0.01
18,6,5.70,0,18.37,1,34.66,1,232.97,1,0.18,1.00,0.25,1,0.01,6,1,0.04
18,6,6.20,0,18.37,1,34.66,1,232.88,1,0.18,1.00,0.29,1,0.01,6,1,0.04
18,16,16.30,0,18.18,1,34.66,1,235.28,1,0.17,1.00,0.23,1,0.01,6,1,0.03
18,20,20.10,0,18.17,1,34.68,1,234.63,1,0.19,1.00,0.33,1,0.01,6,1,0.05
18,20,20.60,0,18.17,1,34.68,1,235.03,1,0.19,1.00,0.34,1,0.01,6,1,0.05
18,22,22.20,0,18.15,1,34.71,1,230.22,1,0.23,1.00,0.50,1,0.02,1,1,0.22
18,24,24.10,0,18.13,1,34.70,1,230.58,1,0.23,1.00,0.49,1,0.02,1,1,0.22
18,41,41.10,0,14.27,1,34.73,1,253.30,1,0.29,1.00,0.55,1,0.04,1,1,0.08
18,41,41.30,0,14.35,1,34.74,1,252.90,1,0.29,1.00,0.63,1,0.04,1,1,0.07
18,43,43.00,0,13.45,1,34.91,1,229.52,1,,9.00,,9,,9,9,0.00
18,45,45.50,0,13.13,1,35.04,1,227.65,1,0.57,1.00,1.64,1,0.22,1,1,5.23
18,46,46.50,0,13.38,1,34.90,1,237.06,1,0.49,1.00,1.15,1,0.26,1,1,3.46
18,47,47.50,0,13.02,1,35.05,1,227.37,1,0.59,1.00,1.73,1,0.21,1,1,5.97
18,48,48.40,0,12.78,1,34.76,1,244.09,1,0.51,1.00,0.87,1,0.41,1,1,3.04
18,48,48.70,0,12.85,1,34.75,1,245.41,1,0.50,1.00,0.90,1,0.42,1,1,2.96
18,49,49.40,0,13.09,1,35.05,1,226.89,1,0.61,1.00,1.81,1,0.19,1,1,6.47
18,50,50.41,0,,9,,9,,9,,9.00,,9,,9,9,0.00
18,51,51.90,0,13.09,1,35.05,1,224.74,1,0.64,1.00,2.00,1,0.13,1,1,7.51
18,55,55.20,0,12.36,1,34.89,1,231.70,1,0.69,1.00,1.48,1,0.15,1,1,7.00
18,56,56.10,0,12.36,1,34.90,1,231.52,1,0.68,1.00,1.58,1,0.12,1,1,7.26
18,65,65.20,0,12.17,1,34.99,1,228.39,1,0.73,1.00,1.89,1,0.02,1,1,8.84
18,66,66.30,0,12.23,1,35.00,1,228.16,1,0.74,1.00,1.91,1,0.05,1,1,8.59
18,74,74.70,0,12.41,1,35.13,1,218.85,1,0.78,1.00,2.87,1,0.03,1,1,10.68
18,80,80.20,0,11.52,1,34.92,1,231.17,1,0.81,1.00,2.04,1,0.01,1,1,10.16
18,80,80.90,0,11.53,1,34.92,1,230.99,1,0.80,1.00,2.04,1,0.02,1,1,10.02
18,95,95.40,0,11.33,1,34.95,1,225.94,1,0.89,1.00,3.22,1,0.02,1,1,12.79
18,96,96.80,0,11.21,1,34.92,1,231.35,1,0.88,1.00,2.88,1,0.02,1,1,11.36
18,96,97.00,0,11.34,1,34.94,1,225.59,1,0.90,1.00,3.23,1,0.02,1,1,13.08
18,99,99.80,0,11.29,1,34.94,1,225.80,1,0.91,1.00,3.28,1,0.02,1,1,13.22
18,100,100.70,0,11.42,1,34.96,1,227.23,1,0.85,1.00,2.44,1,0.01,1,1,10.96
18,101,101.70,0,11.41,1,34.96,1,226.61,1,0.84,1.00,2.51,1,0.01,1,1,11.06
18,119,120.20,0,10.79,1,34.89,1,216.61,1,1.01,1.00,3.67,1,0.01,6,1,14.30
18,121,121.60,0,10.84,1,34.89,1,216.36,1,1.03,1.00,3.58,1,0.01,6,1,14.25
18,150,151.27,0,,9,,9,,9,,9.00,,9,,9,9,0.00
18,195,196.70,0,7.53,1,34.40,1,234.39,1,1.43,1.00,6.02,1,0.01,1,1,21.40
18,196,197.10,0,7.83,1,34.43,1,237.44,1,1.37,1.00,5.62,1,0.01,1,1,19.30
18,197,198.30,0,7.49,1,34.39,1,234.40,1,1.45,1.00,6.13,1,0.01,1,1,21.55
18,199,200.60,0,7.28,1,34.36,1,235.09,1,1.46,1.00,6.26,1,0.01,1,1,21.66
18,200,201.80,0,7.94,1,34.45,1,237.75,1,1.33,1.00,4.53,1,0.01,6,1,20.20
18,200,202.10,0,7.95,1,34.45,1,237.58,1,1.32,1.00,4.53,1,0.01,6,1,19.42
18,250,252.18,0,,9,,9,,9,,9.00,,9,,9,9,0.00
18,298,300.20,0,5.43,1,34.21,1,247.36,1,1.70,1.00,9.40,1,0.01,6,1,25.17
18,299,301.70,0,5.46,1,34.20,1,251.00,1,1.64,1.00,7.01,1,0.01,6,1,25.09
18,300,302.40,0,5.46,1,34.20,1,250.91,1,1.63,1.00,7.05,1,0.01,6,1,25.12
18,399,402.40,0,4.52,1,34.14,1,257.48,1,1.73,1.00,8.93,1,0.01,6,1,26.32
18,399,402.40,0,4.52,1,34.14,1,258.11,1,1.73,1.00,8.91,1,0.01,6,1,26.42
18,494,498.90,0,4.40,1,34.18,1,249.95,1,1.82,1.00,14.11,1,0.01,6,1,27.01
18,495,499.40,0,4.19,1,34.16,1,250.27,1,1.83,1.00,14.86,1,0.01,6,1,26.61
18,496,500.10,0,4.39,1,34.18,1,250.05,1,1.83,1.00,14.15,1,0.01,6,1,26.94
18,499,503.00,0,4.39,1,34.18,1,249.82,1,1.84,1.00,14.47,1,0.01,6,1,26.81
18,742,749.50,0,3.49,1,34.23,1,218.81,1,2.09,1.00,28.07,1,0.01,6,1,30.82
18,745,752.10,0,3.42,1,34.22,1,220.69,1,2.07,1.00,28.59,1,0.01,6,1,30.36
18,748,754.80,0,3.48,1,34.23,1,218.14,1,2.09,1.00,28.76,1,0.01,6,1,31.03
18,992,1001.80,0,3.03,1,34.37,1,184.50,1,2.26,1.00,46.90,1,0.01,6,1,33.51
18,995,1004.70,0,3.05,1,34.36,1,190.44,1,2.24,1.00,45.88,1,0.01,6,1,32.79
18,996,1006.60,0,3.03,1,34.37,1,184.44,1,2.27,1.00,47.51,1,0.01,6,1,33.71
18,1244,1257.30,0,2.92,1,34.51,1,177.39,1,2.25,1.00,55.78,1,0.01,6,1,32.95
18,1246,1259.70,0,2.79,1,34.50,1,166.47,1,2.31,1.00,59.60,1,0.01,6,1,34.32
18,1493,1510.20,0,2.98,1,34.64,1,180.16,1,2.09,1.00,55.67,1,0.01,6,1,31.06
18,1493,1510.20,0,2.98,1,34.64,1,180.19,1,2.11,1.00,55.81,1,0.01,6,1,31.33
18,1495,1512.50,0,3.00,1,34.67,1,170.75,1,2.08,1.00,55.16,1,0.01,6,1,29.84
18,1501,1518.20,0,2.85,1,34.63,1,167.05,1,2.18,1.00,61.43,1,0.01,6,1,32.59
18,1745,1766.20,0,2.88,1,34.73,1,175.07,1,2.00,1.00,58.61,1,0.01,6,1,29.38
18,1990,2014.90,0,2.91,1,34.81,1,188.50,1,1.82,1.00,53.33,1,0.01,6,1,27.09
18,1993,2017.70,0,2.91,1,34.80,1,201.33,1,1.82,1.00,52.68,1,0.01,6,1,27.08
18,1994,2019.20,0,2.91,1,34.81,1,188.97,1,1.82,1.00,53.40,1,0.01,6,1,27.10
18,2243,2272.10,0,2.82,1,34.84,1,198.18,1,1.71,1.00,50.89,1,0.01,1,1,25.70
18,2243,2272.40,0,2.84,1,34.84,1,212.01,1,1.70,1.00,49.20,1,0.01,6,1,25.30
18,2488,2521.90,0,2.56,1,34.84,1,198.82,1,1.72,1.00,55.79,1,0.01,1,1,25.96
18,2492,2526.40,0,2.57,1,34.84,1,212.52,1,1.71,1.00,54.38,1,0.01,6,1,24.93
18,2493,2527.20,0,2.55,1,34.84,1,198.57,1,1.72,1.00,56.07,1,0.01,6,1,25.72
18,2743,2782.10,0,2.19,1,34.81,1,193.79,1,1.80,1.00,67.70,1,0.01,6,1,27.45
18,2988,3032.40,0,1.70,1,34.76,1,184.48,1,1.98,1.00,86.49,1,0.01,6,1,29.81
18,2991,3036.30,0,1.76,1,34.76,1,201.82,1,1.98,1.00,83.62,1,0.01,6,1,29.11
18,2992,3036.60,0,1.77,1,34.77,1,202.06,1,1.97,1.00,83.51,1,0.01,6,1,29.11
18,2993,3038.00,0,1.69,1,34.76,1,184.19,1,1.98,1.00,86.77,1,0.01,6,1,29.78
18,3242,3292.10,0,1.31,1,34.73,1,182.81,1,2.09,1.00,98.44,1,0.01,6,1,31.03
18,3490,3546.70,0,1.06,1,34.72,1,186.04,1,2.15,1.00,103.93,1,0.01,6,1,31.22
18,3491,3547.90,0,1.09,1,34.72,1,205.27,1,2.15,1.00,103.62,1,0.01,6,1,30.81
18,3983,4052.50,0,0.55,1,34.69,1,193.01,1,2.22,1.00,112.64,1,0.01,6,1,30.49
18,3989,4058.20,0,0.54,1,34.69,1,193.10,1,2.23,1.00,112.84,1,0.01,6,1,31.58
18,3991,4060.50,0,0.57,1,34.69,1,214.21,1,2.22,1.00,113.79,1,0.01,6,1,31.77
18,3992,4061.30,0,0.56,1,34.69,1,214.25,1,2.22,1.00,114.15,1,0.01,6,1,31.64
18,4489,4572.10,0,0.31,1,34.68,1,197.73,1,2.26,1.00,117.85,1,0.01,6,1,31.94
18,4491,4574.30,0,0.31,1,34.67,1,221.80,1,2.26,1.00,119.36,1,0.01,6,1,31.92
18,4726,4816.40,0,0.27,1,34.67,1,199.05,1,2.27,1.00,118.56,1,0.01,6,1,31.80
18,4730,4820.00,0,0.27,1,34.67,1,199.05,1,2.27,1.00,119.28,1,0.01,6,1,31.85
18,4730,4820.80,0,0.27,1,34.67,1,199.00,1,2.28,1.00,119.58,1,0.01,6,1,31.86
18,4734,4824.90,0,0.27,1,34.67,1,199.00,1,2.28,1.00,120.00,1,0.01,6,1,31.75
18,4736,4826.50,0,0.27,1,34.67,1,198.94,1,2.27,1.00,119.94,1,0.01,6,1,31.93
18,4739,4829.30,0,0.27,1,34.67,1,199.07,1,2.28,1.00,121.20,1,0.01,6,1,32.04
18,4900,4995.56,0,,9,,9,,9,,9.00,,9,,9,9,0.00
18,4986,5084.60,0,0.25,1,34.67,1,199.67,1,2.28,1.00,122.70,1,0.01,6,1,32.20
18,4991,5089.70,0,0.26,1,34.67,1,227.09,1,1.40,3.00,28.07,3,0.01,3,3,19.75
18,5081,5182.20,0,0.25,1,34.67,1,228.17,1,2.27,1.00,122.74,1,0.01,6,1,32.25
18,5103,5204.80,0,0.25,1,34.67,1,199.91,1,2.29,1.00,123.91,1,0.01,6,1,32.33
18,5125,5228.10,0,0.26,1,34.67,1,229.01,1,2.28,1.00,124.22,1,0.01,6,1,32.30
18,5126,5228.80,0,0.26,1,34.67,1,229.12,1,2.28,1.00,124.89,1,0.01,6,1,32.43
18,5127,5230.00,0,0.26,1,34.67,1,199.92,1,2.29,1.00,124.40,1,0.01,6,1,32.43
19,1,0.60,0,18.28,1,34.73,1,236.08,1,0.18,1.00,0.49,1,0.01,1,1,0.02
19,6,5.70,0,18.57,1,34.72,1,230.13,1,0.20,1.00,0.58,1,0.01,6,1,0.03
19,6,5.70,0,18.59,1,34.72,1,229.78,1,0.20,1.00,0.57,1,0.01,6,1,0.02
19,16,15.90,0,17.75,1,34.69,1,238.82,1,0.20,1.00,0.43,1,0.01,1,1,0.02
19,21,20.80,0,17.98,1,34.74,1,231.97,1,,9.00,,9,,9,9,0.00
19,21,21.00,0,17.98,1,34.74,1,231.62,1,0.20,1.00,0.53,1,0.01,6,1,0.04
19,24,24.60,0,17.85,1,34.74,1,228.88,1,0.24,1.00,0.68,1,0.02,1,1,0.19
19,35,35.70,0,17.80,1,34.74,1,233.55,1,0.21,1.00,0.51,1,0.01,6,1,0.03
19,35,35.80,0,17.81,1,34.74,1,233.74,1,0.21,1.00,0.50,1,0.01,6,1,0.03
19,44,44.70,0,13.52,1,34.91,1,229.26,1,0.70,1.00,1.79,1,0.22,1,1,8.03
19,45,45.80,0,12.27,1,34.68,1,251.84,1,0.57,1.00,1.33,1,0.27,1,1,5.43
19,46,46.50,0,15.44,1,34.94,1,246.67,1,0.27,1.00,0.29,1,0.02,1,1,0.22
19,46,46.80,0,15.46,1,34.94,1,246.46,1,0.29,1.00,0.24,1,0.01,1,1,0.12
19,50,50.80,0,12.44,1,34.79,1,238.10,1,0.69,1.00,1.70,1,0.22,1,1,7.28
19,51,51.30,0,12.62,1,34.81,1,237.08,1,0.71,1.00,1.66,1,0.23,1,1,6.76
19,61,61.00,0,11.20,1,34.74,1,246.41,1,0.76,1.00,1.81,1,0.15,1,1,8.00
19,61,61.20,0,11.19,1,34.74,1,246.14,1,0.76,1.00,1.83,1,0.15,1,1,7.93
19,74,74.70,0,11.08,1,34.87,1,234.73,1,0.82,1.00,2.56,1,0.03,1,1,10.77
19,80,81.10,0,11.01,1,34.84,1,238.23,1,0.88,1.00,2.54,1,0.04,1,1,10.44
19,81,81.30,0,11.03,1,34.85,1,238.36,1,0.88,1.00,2.53,1,0.04,1,1,10.54
19,95,95.80,0,10.38,1,34.76,1,239.92,1,0.90,1.00,2.91,1,0.03,1,1,11.94
19,99,99.40,0,10.12,1,34.73,1,234.85,1,0.97,1.00,3.22,1,0.02,1,1,13.36
19,100,101.00,0,10.08,1,34.71,1,241.45,1,0.99,1.00,2.88,1,0.03,1,1,12.17
19,101,101.50,0,10.09,1,34.71,1,241.34,1,0.99,1.00,2.89,1,0.03,1,1,12.18
19,120,121.20,0,9.50,1,34.64,1,241.86,1,1.08,1.00,3.21,1,0.02,1,1,13.48
19,121,121.60,0,9.52,1,34.64,1,241.80,1,1.08,1.00,3.17,1,0.02,1,1,13.41
19,195,196.70,0,7.91,1,34.49,1,245.24,1,1.29,1.00,5.17,1,0.02,1,1,18.99
19,199,200.30,0,7.86,1,34.50,1,249.54,1,1.23,1.00,4.85,1,0.01,1,1,18.16
19,200,201.90,0,7.82,1,34.48,1,246.72,1,1.36,1.00,5.00,1,0.01,1,1,17.18
19,200,202.00,0,7.82,1,34.48,1,246.35,1,1.35,1.00,5.06,1,0.01,1,1,17.30
19,300,302.70,0,6.77,1,34.38,1,248.22,1,1.52,1.00,6.38,1,0.01,1,1,19.73
19,300,302.80,0,6.76,1,34.38,1,248.32,1,1.52,1.00,6.42,1,0.01,1,1,19.91
19,348,351.00,0,5.60,1,34.24,1,239.31,1,1.69,1.00,9.22,1,0.01,6,1,25.71
19,399,402.70,0,4.88,1,34.18,1,250.70,1,1.86,1.00,10.79,1,0.01,6,1,24.52
19,399,402.90,0,4.87,1,34.18,1,250.71,1,1.85,1.00,10.83,1,0.01,6,1,24.84
19,494,498.60,0,4.39,1,34.16,1,247.65,1,1.84,1.00,13.30,1,0.01,1,1,27.96
19,498,502.20,0,4.26,1,34.16,1,245.57,1,1.87,1.00,14.65,1,0.01,6,1,28.54
19,744,751.00,0,3.54,1,34.21,1,222.65,1,2.05,1.00,26.77,1,0.01,1,1,31.57
19,746,753.60,0,3.37,1,34.21,1,218.96,1,2.07,1.00,28.39,1,0.01,6,1,32.28
19,994,1003.70,0,3.03,1,34.34,1,193.42,1,2.22,1.00,44.61,1,0.01,1,1,34.98
19,995,1005.20,0,3.05,1,34.34,1,186.83,1,2.23,1.00,44.94,1,0.01,6,1,34.49
19,1244,1257.00,0,2.86,1,34.49,1,176.95,1,2.27,1.00,57.07,1,0.01,1,1,35.03
19,1245,1258.70,0,2.84,1,34.48,1,167.34,1,2.26,1.00,57.80,1,0.01,6,1,34.59
19,1492,1509.20,0,2.86,1,34.62,1,177.39,1,2.16,1.00,60.35,1,0.01,6,1,33.55
19,1495,1512.20,0,2.86,1,34.61,1,166.07,1,2.17,1.00,60.81,1,0.01,6,1,33.67
19,1744,1765.10,0,2.91,1,34.72,1,173.10,1,2.02,1.00,59.11,1,0.01,6,1,31.34
19,1991,2016.50,0,2.90,1,34.79,1,197.21,1,1.84,1.00,56.00,1,0.01,6,1,29.19
19,1992,2016.70,0,2.90,1,34.79,1,197.28,1,1.87,1.00,55.98,1,0.01,6,1,30.15
19,1994,2018.70,0,2.88,1,34.79,1,184.20,1,1.86,1.00,56.47,1,0.01,6,1,29.06
19,2243,2272.70,0,2.79,1,34.83,1,193.99,1,1.74,1.00,54.02,1,0.01,6,1,27.57
19,2491,2525.40,0,2.60,1,34.83,1,209.73,1,1.74,1.00,57.63,1,0.01,6,1,27.60
19,2493,2527.10,0,2.55,1,34.83,1,195.16,1,1.75,1.00,58.70,1,0.01,6,1,27.48
19,2742,2781.80,0,2.37,1,34.83,1,198.28,1,1.73,1.00,61.43,1,0.01,6,1,27.43
19,2989,3034.20,0,1.99,1,34.79,1,207.81,1,1.85,1.00,74.68,1,0.01,6,1,29.07
19,2989,3034.20,0,1.99,1,34.79,1,207.70,1,1.86,1.00,74.71,1,0.01,6,1,29.21
19,2992,3037.00,0,1.95,1,34.79,1,190.18,1,1.89,1.00,77.90,1,0.01,6,1,29.50
19,3241,3291.50,0,1.53,1,34.75,1,185.69,1,2.03,1.00,93.45,1,0.01,6,1,31.58
19,3490,3546.70,0,1.20,1,34.73,1,186.09,1,2.11,1.00,103.41,1,0.01,6,1,32.30
19,3490,3546.80,0,1.25,1,34.73,1,204.06,1,2.11,1.00,101.21,1,0.01,6,1,31.82
19,3989,4057.90,0,0.65,1,34.69,1,191.75,1,2.22,1.00,115.44,1,0.01,6,1,33.64
19,3990,4059.00,0,0.67,1,34.69,1,212.37,1,2.21,1.00,114.87,1,0.01,6,1,33.52
19,3990,4059.30,0,0.67,1,34.69,1,212.40,1,2.22,1.00,113.83,1,0.01,6,1,33.49
19,4488,4570.70,0,0.35,1,34.68,1,197.18,1,2.26,1.00,120.67,1,0.01,6,1,33.98
19,4490,4573.70,0,0.34,1,34.68,1,220.74,1,2.26,1.00,120.83,1,0.01,6,1,33.83
19,4988,5085.80,0,0.28,1,34.67,1,199.11,1,2.28,1.00,123.82,1,0.01,6,1,33.77
19,4990,5087.90,0,0.28,1,34.67,1,225.73,1,2.28,1.00,123.06,1,0.01,6,1,33.77
19,4991,5089.10,0,0.28,1,34.67,1,225.82,1,2.28,1.00,122.84,1,0.01,6,1,33.96
19,5187,5291.90,0,0.27,1,34.67,1,199.16,1,2.29,1.00,125.75,1,0.01,6,1,33.93
19,5190,5294.70,0,0.27,1,34.67,1,227.94,1,2.30,1.00,124.00,1,0.01,6,1,33.91
19,5231,5337.50,0,0.27,1,34.67,1,199.30,1,2.30,1.00,125.81,1,0.01,6,1,34.08
19,5239,5345.10,0,0.27,1,34.67,1,228.79,1,2.29,1.00,124.49,1,0.01,6,1,34.02
19,5239,5345.20,0,0.27,1,34.67,1,228.82,1,2.29,1.00,123.91,1,0.01,6,1,33.77
20,0,-0.30,0,22.01,1,35.00,1,215.14,1,,9.00,,9,,9,9,0.00
20,2,2.40,0,21.87,1,35.07,1,212.90,1,,9.00,,9,,9,9,0.00
20,3,2.80,0,21.85,1,35.07,1,213.03,1,,9.00,,9,,9,9,0.00
20,5,4.60,0,22.34,1,35.07,1,210.89,1,,9.00,,9,,9,9,0.00
20,5,5.40,0,22.18,1,35.09,1,210.35,1,0.08,1.00,1.50,1,0.01,6,1,0.04
20,5,5.50,0,22.17,1,35.09,1,210.54,1,0.08,1.00,1.45,1,0.00,1,1,0.04
20,14,14.40,0,21.50,1,35.08,1,217.48,1,0.09,1.00,1.12,1,0.01,1,1,0.03
20,21,20.70,0,21.50,1,35.26,1,213.85,1,0.08,1.00,1.24,1,0.01,6,1,0.04
20,24,24.40,0,21.02,1,35.05,1,220.27,1,0.10,1.00,1.07,1,0.01,6,1,0.01
20,31,30.90,0,21.37,1,35.38,1,213.59,1,0.07,1.00,1.38,1,0.01,6,1,0.03
20,39,39.60,0,21.03,1,35.38,1,221.50,1,0.09,1.00,1.05,1,0.01,6,1,0.01
20,41,40.90,0,21.21,1,35.42,1,216.06,1,0.08,1.00,1.30,1,0.01,6,1,0.03
20,44,44.10,0,20.94,1,35.32,1,220.09,1,0.09,1.00,1.15,1,0.01,1,1,0.04
20,50,50.30,0,21.09,1,35.74,1,215.43,1,0.08,1.00,1.16,1,0.01,6,1,0.04
20,70,70.20,0,21.31,1,36.39,1,212.97,1,0.06,1.00,1.09,1,0.01,6,1,0.02
20,74,74.20,0,19.58,1,36.00,1,220.37,1,0.11,1.00,0.97,1,0.01,1,1,0.04
20,75,75.20,0,19.38,1,36.11,1,212.65,1,,9.00,,9,,9,9,0.00
20,79,79.60,0,19.37,1,36.08,1,213.74,1,0.13,1.00,1.06,1,0.02,1,1,0.07
20,80,80.50,0,20.48,1,36.34,1,210.24,1,0.10,1.00,1.08,1,0.01,1,1,0.04
20,81,81.50,0,19.43,1,36.20,1,208.50,1,,9.00,,9,,9,9,0.00
20,81,81.90,0,19.44,1,36.20,1,208.50,1,,9.00,,9,,9,9,0.00
20,81,81.90,0,19.44,1,36.20,1,208.73,1,,9.00,,9,,9,9,0.00
20,81,82.10,0,19.43,1,36.20,1,208.48,1,,9.00,,9,,9,9,0.00
20,90,90.70,0,18.75,1,35.91,1,215.93,1,0.16,1.00,1.00,1,0.03,1,1,0.13
20,93,94.00,0,17.10,1,35.63,1,216.57,1,0.23,1.00,1.29,1,0.14,1,1,0.60
20,94,94.90,0,17.90,1,35.95,1,207.96,1,,9.00,,9,,9,9,0.00
20,99,99.60,0,16.24,1,35.61,1,203.36,1,0.38,1.00,2.03,1,0.07,1,1,2.95
20,101,102.10,0,16.98,1,35.51,1,209.33,1,0.34,1.00,1.80,1,0.10,1,1,1.54
20,110,111.00,0,15.04,1,35.08,1,198.38,1,0.74,1.00,3.18,1,0.09,1,1,6.67
20,115,115.70,0,15.21,1,35.14,1,197.47,1,0.72,1.00,3.09,1,0.08,1,1,6.88
20,115,115.80,0,15.26,1,35.17,1,197.54,1,0.73,1.00,3.06,1,0.08,1,1,6.73
20,120,121.30,0,14.94,1,35.17,1,195.77,1,0.73,1.00,3.25,1,0.05,1,1,7.05
20,140,140.90,0,14.04,1,35.09,1,193.48,1,0.81,1.00,4.15,1,0.03,1,1,8.92
20,140,141.60,0,15.45,1,35.57,1,200.81,1,,9.00,,9,,9,9,0.00
20,141,141.60,0,15.45,1,35.57,1,200.54,1,,9.00,,9,,9,9,0.00
20,141,141.80,0,15.47,1,35.57,1,200.56,1,,9.00,,9,,9,9,0.00
20,141,142.00,0,15.45,1,35.57,1,200.47,1,,9.00,,9,,9,9,0.00
20,148,149.60,0,15.88,1,35.71,1,202.74,1,0.44,1.00,2.19,1,0.02,1,1,4.92
20,150,151.00,0,14.57,1,35.33,1,194.80,1,0.80,1.00,4.24,1,0.02,1,1,9.03
20,153,153.90,0,14.87,1,35.37,1,203.04,1,0.61,1.00,3.03,1,0.03,1,1,7.14
20,159,160.30,0,13.06,1,35.01,1,200.03,1,0.78,1.00,4.22,1,0.02,1,1,9.54
20,180,181.20,0,13.87,1,35.40,1,213.31,1,0.65,1.00,2.66,1,0.02,1,1,7.81
20,191,192.40,0,15.00,1,35.57,1,204.02,1,,9.00,,9,,9,9,0.00
20,191,192.70,0,15.00,1,35.57,1,203.95,1,,9.00,,9,,9,9,0.00
20,191,192.70,0,15.00,1,35.57,1,204.16,1,,9.00,,9,,9,9,0.00
20,191,192.90,0,15.00,1,35.57,1,203.96,1,,9.00,,9,,9,9,0.00
20,191,192.90,0,15.00,1,35.57,1,204.03,1,,9.00,,9,,9,9,0.00
20,192,193.30,0,13.50,1,35.33,1,216.37,1,0.66,1.00,2.77,1,0.02,1,1,8.76
20,194,195.40,0,14.86,1,35.53,1,208.69,1,,9.00,,9,,9,9,0.00
20,199,200.30,0,13.78,1,35.39,1,212.84,1,0.63,1.00,2.64,1,0.01,1,1,8.06
20,200,201.20,0,13.85,1,35.41,1,215.83,1,0.62,1.00,2.48,1,0.01,1,1,7.63
20,200,201.20,0,13.85,1,35.41,1,215.94,1,0.62,1.00,2.57,1,0.01,1,1,7.48
20,298,300.80,0,11.61,1,35.02,1,207.45,1,0.97,1.00,4.09,1,0.01,1,1,13.59
20,299,301.80,0,11.37,1,34.99,1,196.54,1,1.11,1.00,5.09,1,0.01,1,1,15.49
20,300,302.10,0,11.38,1,34.99,1,196.53,1,1.11,1.00,5.07,1,0.01,1,1,15.34
20,390,393.60,0,9.31,1,34.70,1,201.60,1,,9.00,,9,,9,9,0.00
20,390,393.80,0,9.32,1,34.70,1,201.82,1,,9.00,,9,,9,9,0.00
20,391,393.80,0,9.32,1,34.70,1,201.69,1,,9.00,,9,,9,9,0.00
20,391,394.30,0,9.32,1,34.70,1,201.63,1,,9.00,,9,,9,9,0.00
20,397,400.30,0,8.48,1,34.59,1,204.54,1,1.53,1.00,8.10,1,0.01,1,1,21.19
20,397,400.70,0,8.48,1,34.59,1,204.38,1,1.53,1.00,8.11,1,0.00,1,1,21.10
20,491,495.70,0,6.83,1,34.43,1,217.03,1,1.68,1.00,11.36,1,0.01,1,1,25.10
